gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
NUCB1.3,3.19E-05,0.255801046,0.403,0.199,0.586955536,14,NUCB1
SESN3.13,3.20E-05,-0.647307722,0.194,0.419,0.58976617,14,SESN3
RGS1.14,3.21E-05,-1.459194456,0.111,0.326,0.591658468,14,RGS1
NENF.5,3.22E-05,-0.420298318,0.236,0.479,0.593733317,14,NENF
YEATS4.9,3.23E-05,-0.345202152,0.028,0.237,0.594873146,14,YEATS4
UBQLN1.8,3.23E-05,-0.426299903,0.181,0.408,0.595172828,14,UBQLN1
CD46.3,3.23E-05,0.585546807,0.583,0.409,0.595190634,14,CD46
PEG10.10,3.23E-05,-0.386101248,0,0.196,0.595325449,14,PEG10
SOST.11,3.25E-05,-0.498339478,0.014,0.217,0.597836343,14,SOST
PTPRZ1.8,3.30E-05,-0.398379578,0,0.196,0.608066598,14,PTPRZ1
KRT15.9,3.31E-05,-0.856699293,0.097,0.317,0.610424647,14,KRT15
GM2A.6,3.34E-05,-0.364951413,0.028,0.236,0.614619533,14,GM2A
NDUFB9.12,3.34E-05,-0.60471401,0.556,0.7,0.614926423,14,NDUFB9
TAOK1.3,3.34E-05,-2.236791604,0.556,0.321,0.615904652,14,TAOK1
AMD1.3,3.38E-05,-0.415783348,0.125,0.352,0.623173219,14,AMD1
RAB25.7,3.41E-05,-0.392253475,0.056,0.272,0.629012145,14,RAB25
FTLP3.5,3.47E-05,-0.378683776,0.042,0.254,0.639439269,14,FTLP3
PARK7.3,3.47E-05,0.300419969,0.681,0.46,0.639736404,14,PARK7
UBAP2.10,3.48E-05,-0.500064079,0.264,0.481,0.640958466,14,UBAP2
PARD3.6,3.48E-05,-0.315917418,0,0.194,0.641686769,14,PARD3
TFRC.7,3.52E-05,-0.439571724,0.097,0.32,0.647950364,14,TFRC
HMGB1.12,3.60E-05,0.296973045,0.972,0.922,0.663559677,14,HMGB1
ZCCHC10.1,3.74E-05,0.353239821,0.597,0.379,0.689540833,14,ZCCHC10
RAP1A.3,3.94E-05,0.272954549,0.347,0.168,0.726097887,14,RAP1A
MXI1.7,4.00E-05,-0.40112786,0.083,0.308,0.737224612,14,MXI1
S100A9.12,4.07E-05,-1.844280651,0.278,0.504,0.749158595,14,S100A9
TUBA4A.6,4.14E-05,-0.405210071,0.042,0.251,0.763399932,14,TUBA4A
LMAN1.8,4.14E-05,-0.565433844,0.597,0.723,0.76348161,14,LMAN1
IMPACT.12,4.18E-05,-0.5886998,0.319,0.517,0.77073598,14,IMPACT
CASP8AP2,4.33E-05,0.254675549,0.306,0.139,0.79720644,14,CASP8AP2
PMP22.12,4.39E-05,0.252699404,0.347,0.162,0.809392882,14,PMP22
EPS8L2.7,4.43E-05,-0.387766601,0.028,0.231,0.815427355,14,EPS8L2
PPIA.6,4.54E-05,0.342617954,0.875,0.721,0.836963463,14,PPIA
RALGPS2.5,4.62E-05,-0.386581586,0.069,0.284,0.851872059,14,RALGPS2
ADH7.9,4.70E-05,-0.32309145,0.014,0.21,0.865209136,14,ADH7
ACP1.5,4.72E-05,-0.367987988,0.153,0.398,0.869028248,14,ACP1
HILPDA.9,4.79E-05,-0.773360086,0.083,0.302,0.882301069,14,HILPDA
CACYBP.10,4.83E-05,-0.661257229,0.542,0.664,0.888883531,14,CACYBP
BAZ2B.2,4.99E-05,0.361812488,0.458,0.267,0.91872307,14,BAZ2B
PHF11.4,4.99E-05,0.269250581,0.417,0.217,0.918871662,14,PHF11
RAB7A.5,5.00E-05,-0.351946313,0.236,0.491,0.921706299,14,RAB7A
FCGR2A.13,5.02E-05,-0.593145705,0,0.189,0.924989616,14,FCGR2A
RAB11FIP1.7,5.12E-05,-0.512727779,0.028,0.232,0.942917175,14,RAB11FIP1
PNPT1.11,5.55E-05,-0.339474042,0.111,0.342,1,14,PNPT1
ARL4D.9,5.56E-05,-0.394077468,0.028,0.227,1,14,ARL4D
ME1.6,5.63E-05,-0.348289031,0.042,0.246,1,14,ME1
HTATIP2.5,5.64E-05,-0.36251269,0.083,0.298,1,14,HTATIP2
ANKRD11,5.71E-05,0.302578757,0.403,0.213,1,14,ANKRD11
LAPTM4B.9,5.75E-05,0.446918115,0.5,0.313,1,14,LAPTM4B
PSMC4.6,5.83E-05,-0.402114527,0.181,0.4,1,14,PSMC4
MAP3K13.9,5.87E-05,-0.521816162,0.333,0.564,1,14,MAP3K13
MAP4.2,5.87E-05,0.367876897,0.444,0.25,1,14,MAP4
RSRP1.1,5.89E-05,0.305423745,0.472,0.267,1,14,RSRP1
KMT2A.1,5.92E-05,0.273100954,0.444,0.243,1,14,KMT2A
AHSA2P.8,5.96E-05,-0.366499112,0.056,0.263,1,14,AHSA2P
IFNAR1.7,6.07E-05,0.330994105,0.444,0.249,1,14,IFNAR1
PRKCI.5,6.16E-05,-0.310152395,0.028,0.226,1,14,PRKCI
TMEM160.9,6.18E-05,-0.46971121,0.319,0.542,1,14,TMEM160
FNDC3A.1,6.25E-05,0.340171769,0.306,0.15,1,14,FNDC3A
SRSF11.4,6.27E-05,0.372043112,0.847,0.673,1,14,SRSF11
IGFBP2.11,6.29E-05,-0.539563821,0.056,0.259,1,14,IGFBP2
ITCH.3,6.30E-05,-0.362040971,0.069,0.28,1,14,ITCH
CKB.7,6.37E-05,-0.51395579,0.042,0.247,1,14,CKB
ICK.11,6.45E-05,-0.518121368,0.167,0.382,1,14,ICK
RBM17.5,6.47E-05,0.328636853,0.75,0.542,1,14,RBM17
UQCRC1.10,6.64E-05,-0.4467228,0.292,0.498,1,14,UQCRC1
PURB.1,6.89E-05,0.298707818,0.278,0.124,1,14,PURB
TYMP.12,7.02E-05,-0.68566153,0.139,0.352,1,14,TYMP
PARP14.9,7.03E-05,0.322904394,0.431,0.232,1,14,PARP14
TCF12.1,7.18E-05,0.301166518,0.319,0.159,1,14,TCF12
CPNE1.13,7.21E-05,-0.506294917,0.319,0.531,1,14,CPNE1
SHOC2.1,7.56E-05,0.420343639,0.556,0.373,1,14,SHOC2
FGD5-AS1,7.66E-05,0.256984477,0.306,0.142,1,14,FGD5-AS1
RPS27.9,7.67E-05,-0.526755043,1,0.999,1,14,RPS27
MZT2B.12,7.67E-05,-0.516487736,0.444,0.619,1,14,MZT2B
DNTTIP1.1,7.92E-05,-0.32444673,0.056,0.259,1,14,DNTTIP1
RGS10.9,7.94E-05,-0.36654417,0.014,0.201,1,14,RGS10
TRAM1.3,7.97E-05,0.385274377,0.569,0.368,1,14,TRAM1
CCL3.13,7.99E-05,-2.178672952,0.069,0.268,1,14,CCL3
TRIM38,7.99E-05,0.287071604,0.25,0.108,1,14,TRIM38
EAPP.11,8.20E-05,-0.52365815,0.347,0.543,1,14,EAPP
KCNK1.9,8.42E-05,-0.357374254,0.028,0.224,1,14,KCNK1
SRP54.3,8.48E-05,-0.363107129,0.097,0.312,1,14,SRP54
IFI27L2.4,8.64E-05,-0.395533463,0.181,0.4,1,14,IFI27L2
NDUFA12.4,8.86E-05,0.385529518,0.611,0.426,1,14,NDUFA12
RALB.2,8.88E-05,0.258242457,0.472,0.263,1,14,RALB
NECTIN1.6,9.11E-05,-0.283920853,0,0.177,1,14,NECTIN1
RPL39L.7,9.17E-05,-0.302834037,0.014,0.199,1,14,RPL39L
SGK1.9,9.32E-05,-0.612286982,0.472,0.635,1,14,SGK1
NUDT1.5,9.44E-05,-0.302050314,0.028,0.218,1,14,NUDT1
ORAI1,9.44E-05,0.301798174,0.319,0.157,1,14,ORAI1
RPL18.12,9.47E-05,-0.460294131,0.986,0.966,1,14,RPL18
CTNNA1.2,9.71E-05,0.345886747,0.458,0.269,1,14,CTNNA1
SCAND1.9,9.75E-05,-0.446903815,0.389,0.586,1,14,SCAND1
C15orf48.13,9.85E-05,-0.716586103,0.028,0.218,1,14,C15orf48
CDC27.1,0.000101452,0.256534019,0.375,0.192,1,14,CDC27
IRF1.10,0.000103003,0.30712498,0.444,0.234,1,14,IRF1
SUDS3.9,0.000103906,-0.365124253,0.181,0.409,1,14,SUDS3
MTIF3,0.000104116,0.325993312,0.625,0.409,1,14,MTIF3
SVIP.4,0.00010618,0.263506159,0.569,0.351,1,14,SVIP
TRIM8,0.000107727,0.303379258,0.278,0.127,1,14,TRIM8
SMIM14.1,0.000110805,0.301041648,0.347,0.179,1,14,SMIM14
TUBB4B.7,0.000113808,-0.507022158,0.278,0.483,1,14,TUBB4B
OLA1.8,0.000113834,-0.389252177,0.181,0.395,1,14,OLA1
SLC25A11.9,0.000121374,-0.3833142,0.236,0.456,1,14,SLC25A11
WDR60.2,0.000121518,0.311600908,0.403,0.222,1,14,WDR60
HMGB2.12,0.000124024,-0.614538939,0.125,0.328,1,14,HMGB2
TRIP11.1,0.000124688,0.284013933,0.472,0.273,1,14,TRIP11
NDUFB2.6,0.000127816,0.403712394,0.792,0.681,1,14,NDUFB2
EIF2S2.10,0.000127881,-0.51864226,0.903,0.9,1,14,EIF2S2
CCDC34.9,0.00013046,-0.370112832,0.056,0.249,1,14,CCDC34
TEX10.4,0.000131708,-0.254223644,0.028,0.218,1,14,TEX10
TRIM7.7,0.000131752,-0.302834037,0.014,0.192,1,14,TRIM7
CLDN1.9,0.000132108,-0.402998317,0.028,0.212,1,14,CLDN1
TBL1X.7,0.00013736,-0.379846229,0.111,0.318,1,14,TBL1X
EGLN3.6,0.000137524,-0.413374811,0.014,0.191,1,14,EGLN3
SET.11,0.000139904,-0.574004423,0.778,0.807,1,14,SET
MAPK13.2,0.000140005,-0.279980529,0.028,0.212,1,14,MAPK13
VEGFA.4,0.000142486,-0.411511092,0.056,0.247,1,14,VEGFA
RBPJ.7,0.000143498,-0.467925471,0.431,0.609,1,14,RBPJ
RHOBTB3.5,0.000144208,-0.349975802,0.042,0.23,1,14,RHOBTB3
HSBP1.1,0.000144832,0.377133597,0.667,0.504,1,14,HSBP1
SEPT10.8,0.000145066,0.346254734,0.597,0.386,1,14,10-Sep
APC,0.000146207,0.308783226,0.333,0.172,1,14,APC
CFD.4,0.000148465,-0.306175536,0,0.168,1,14,CFD
BIRC5.11,0.000149542,-0.450033281,0.014,0.189,1,14,BIRC5
IL18.4,0.000150993,-0.320618965,0.014,0.19,1,14,IL18
TMEM14B.4,0.000152565,-0.380217492,0.167,0.371,1,14,TMEM14B
TYROBP.13,0.000155835,-1.918926125,0.111,0.299,1,14,TYROBP
TUBA1C.6,0.000156128,-0.560743387,0.361,0.542,1,14,TUBA1C
RANBP1.10,0.000160104,-0.390372925,0.222,0.454,1,14,RANBP1
HRASLS2.7,0.000163038,-0.376333472,0.014,0.193,1,14,HRASLS2
DFFA.1,0.000166054,0.303547881,0.375,0.202,1,14,DFFA
SUMF2.10,0.000172422,-0.419583754,0.194,0.397,1,14,SUMF2
RPL35.13,0.000173143,-0.538279097,0.986,0.95,1,14,RPL35
PIK3R1.6,0.000175035,0.258654338,0.361,0.188,1,14,PIK3R1
ATF6.1,0.000176357,0.266685495,0.611,0.387,1,14,ATF6
CKS2.12,0.00017809,-0.452301767,0.083,0.285,1,14,CKS2
COMMD1.11,0.000178191,-0.428564149,0.278,0.477,1,14,COMMD1
SIAH2.6,0.00017851,-0.365507812,0.097,0.295,1,14,SIAH2
ITGB2.13,0.000182026,-0.544600319,0.028,0.207,1,14,ITGB2
TRIM29.7,0.000182488,-0.281561877,0.014,0.186,1,14,TRIM29
VMA21.10,0.000182629,-0.366791466,0.194,0.411,1,14,VMA21
AP1S2.7,0.000185968,0.365933063,0.486,0.289,1,14,AP1S2
VGLL4.2,0.000188186,0.326513184,0.431,0.255,1,14,VGLL4
ACP5.13,0.00018886,-0.394350134,0.014,0.191,1,14,ACP5
PDXK.2,0.000189053,-0.336723316,0.097,0.295,1,14,PDXK
RPL3.9,0.000190245,0.336129925,0.931,0.856,1,14,RPL3
MAF.11,0.000191354,-0.387116362,0.083,0.286,1,14,MAF
KMT2E.7,0.000191395,0.355656348,0.722,0.539,1,14,KMT2E
PRKAR2A,0.000192004,0.28113691,0.333,0.173,1,14,PRKAR2A
LCP1.14,0.00019406,-0.403061485,0.014,0.185,1,14,LCP1
RPS4X.12,0.000195836,-0.633658202,0.861,0.881,1,14,RPS4X
THUMPD2.7,0.000196139,-0.345419127,0.097,0.294,1,14,THUMPD2
SMARCA2,0.000198731,0.279920873,0.347,0.179,1,14,SMARCA2
LYZ.13,0.000202113,-0.933054969,0.028,0.207,1,14,LYZ
CAPNS2.8,0.000204147,-0.402998317,0.028,0.204,1,14,CAPNS2
CBR3.11,0.000205169,-0.329261218,0.042,0.223,1,14,CBR3
PUS10.8,0.000205241,-0.293498497,0.014,0.184,1,14,PUS10
ZNF385A.3,0.000209268,-0.26805989,0.014,0.184,1,14,ZNF385A
IFT57.12,0.000209425,-0.588597303,0.194,0.4,1,14,IFT57
SMS.6,0.000209458,-0.438568668,0.194,0.394,1,14,SMS
AMZ2.6,0.000210948,-0.313692752,0.069,0.26,1,14,AMZ2
PDCL3.4,0.000212774,-0.374309641,0.153,0.356,1,14,PDCL3
METTL5.12,0.000220722,-0.442654179,0.264,0.452,1,14,METTL5
C12orf57.6,0.000221277,0.441892413,0.625,0.47,1,14,C12orf57
RPS16.14,0.000227027,-0.495900583,1,0.994,1,14,RPS16
PSMB8.1,0.000227624,0.345808809,0.333,0.18,1,14,PSMB8
MTIF2.10,0.000228963,-0.375629644,0.194,0.41,1,14,MTIF2
LAIR1.13,0.000229033,-0.426629055,0,0.16,1,14,LAIR1
FBXO27.6,0.000230723,-0.270995046,0,0.16,1,14,FBXO27
NOP58.13,0.000230963,-0.527811952,0.528,0.681,1,14,NOP58
RAN.11,0.000231329,-0.510718454,0.444,0.576,1,14,RAN
PCBD1,0.000235047,-0.280563898,0.042,0.222,1,14,PCBD1
WDR45B.9,0.000236123,-0.535395054,0.458,0.623,1,14,WDR45B
SQLE.3,0.000238577,0.297887949,0.333,0.17,1,14,SQLE
KCNE3.11,0.000238887,-0.31613869,0.167,0.386,1,14,KCNE3
TPRG1.10,0.000242649,-0.350312919,0.042,0.22,1,14,TPRG1
CNBP.9,0.000244121,-0.448062956,0.486,0.634,1,14,CNBP
VWA5A.6,0.000246596,-0.412654167,0.042,0.219,1,14,VWA5A
DECR1.3,0.000247664,0.26439349,0.639,0.413,1,14,DECR1
SDF2L1.8,0.000249722,-0.470763645,0.375,0.561,1,14,SDF2L1
SLC11A1.13,0.000250006,-0.412008377,0.014,0.184,1,14,SLC11A1
METAP2.7,0.000253616,0.378729057,0.694,0.548,1,14,METAP2
SERPINF1.6,0.000254658,-0.324502399,0.014,0.18,1,14,SERPINF1
SRSF2.9,0.00025953,-0.399934805,0.361,0.558,1,14,SRSF2
GOLIM4.2,0.000262285,0.33822909,0.556,0.353,1,14,GOLIM4
TOB2,0.000266935,0.256230135,0.264,0.124,1,14,TOB2
SLC39A6.3,0.000269685,-0.300412784,0.083,0.277,1,14,SLC39A6
PYCR1.4,0.000270708,-0.256454257,0,0.157,1,14,PYCR1
OSBPL11.2,0.000272799,-0.312682108,0.069,0.255,1,14,OSBPL11
CDCP1.1,0.000273983,-0.250822389,0,0.156,1,14,CDCP1
RALA.5,0.000278331,0.338331326,0.653,0.459,1,14,RALA
PTMS.8,0.000278472,0.373476798,0.625,0.437,1,14,PTMS
FECH.3,0.00027872,-0.264756427,0.014,0.178,1,14,FECH
SRPK1.11,0.000278879,-0.456892273,0.264,0.455,1,14,SRPK1
PSMD12.9,0.000278963,-0.409055104,0.222,0.414,1,14,PSMD12
NUPR1.9,0.000279704,-0.565102606,0.042,0.221,1,14,NUPR1
DKC1.11,0.000281504,-0.35777598,0.167,0.384,1,14,DKC1
BCL7A.9,0.000283111,-0.323751874,0.069,0.258,1,14,BCL7A
FKBP4,0.000283661,-0.260708562,0.014,0.178,1,14,FKBP4
EIF2AK4.3,0.000284791,0.301239209,0.556,0.36,1,14,EIF2AK4
AP000769.1.8,0.000287906,-0.411192229,0.056,0.235,1,14,AP000769.1
GADD45G.4,0.000299217,-0.409621414,0.069,0.255,1,14,GADD45G
S100A2.12,0.000300874,-0.871667137,0.042,0.217,1,14,S100A2
KLHL23.4,0.000304364,-0.258700863,0,0.155,1,14,KLHL23
C20orf24.2,0.000305455,-0.269287583,0.083,0.276,1,14,C20orf24
UBC.6,0.000306135,-0.458717638,0.889,0.962,1,14,UBC
ACAT1.3,0.000308724,0.262426382,0.458,0.264,1,14,ACAT1
CXADR.5,0.000311157,-0.285757979,0,0.154,1,14,CXADR
FCGR3A.14,0.000315278,-0.717794151,0.028,0.193,1,14,FCGR3A
APOE.14,0.000315944,-1.822195444,0.083,0.267,1,14,APOE
NDUFB6.11,0.000317358,-0.472956565,0.444,0.614,1,14,NDUFB6
PHPT1.4,0.000322079,0.270556778,0.458,0.271,1,14,PHPT1
ME2.7,0.000322825,-0.360114553,0.083,0.272,1,14,ME2
JTB.7,0.000327594,-0.437601649,0.486,0.649,1,14,JTB
ESRG.3,0.000330974,-0.262437449,0,0.153,1,14,ESRG
DMKN.9,0.000332803,-0.565367296,0.042,0.213,1,14,DMKN
WDR1.2,0.0003363,0.319500175,0.611,0.406,1,14,WDR1
MEF2A.4,0.000341884,0.338476614,0.583,0.416,1,14,MEF2A
RNMT.7,0.0003423,-0.422197687,0.319,0.542,1,14,RNMT
SLC6A8.7,0.000359807,-0.365516487,0.014,0.173,1,14,SLC6A8
CEBPB.4,0.000361347,-0.28963309,0.028,0.194,1,14,CEBPB
TNFSF13B.12,0.000363781,-0.556628959,0.028,0.194,1,14,TNFSF13B
CYP4F3.7,0.000367945,-0.289530587,0.014,0.173,1,14,CYP4F3
KIF21A.2,0.00036863,-0.255745142,0.014,0.177,1,14,KIF21A
TMEM159.7,0.000370555,-0.361548215,0.069,0.252,1,14,TMEM159
TREM2.14,0.000373717,-0.51197461,0,0.151,1,14,TREM2
KIAA1841.8,0.000375564,-0.373087663,0.083,0.268,1,14,KIAA1841
RPL23A.10,0.000380361,-0.454377034,0.792,0.805,1,14,RPL23A
SENP6,0.000380943,0.315316237,0.472,0.294,1,14,SENP6
PYURF.4,0.000382263,0.333305755,0.625,0.439,1,14,PYURF
MAP1B.11,0.000383856,0.341220984,0.569,0.363,1,14,MAP1B
TXNDC17.12,0.000387336,-0.477214596,0.556,0.703,1,14,TXNDC17
HMOX1.8,0.000389242,-0.382549685,0.014,0.172,1,14,HMOX1
VSIG4.14,0.000392,-0.529446908,0,0.15,1,14,VSIG4
PRKAR1A.1,0.000394281,0.271680237,0.417,0.242,1,14,PRKAR1A
DST.12,0.000403613,-0.843608443,0.361,0.505,1,14,DST
ZDHHC12.3,0.000405862,-0.285093163,0.083,0.27,1,14,ZDHHC12
RPS26.12,0.000410701,0.265013588,0.944,0.854,1,14,RPS26
ORMDL2.3,0.000412448,-0.310002993,0.167,0.368,1,14,ORMDL2
TMEM176B.13,0.000416272,-0.652399076,0.042,0.212,1,14,TMEM176B
SUMO2.10,0.000422961,-0.449865879,0.819,0.817,1,14,SUMO2
APOC1.14,0.000425655,-1.11099401,0.042,0.211,1,14,APOC1
UBE2C.12,0.000429313,-0.445159337,0,0.148,1,14,UBE2C
RPP25L.9,0.000432903,-0.316396798,0.111,0.301,1,14,RPP25L
KHDRBS1.2,0.000440463,0.280535762,0.444,0.27,1,14,KHDRBS1
NAP1L1.10,0.000445233,0.382666841,0.806,0.687,1,14,NAP1L1
ADAP2.13,0.000450905,-0.370951089,0,0.147,1,14,ADAP2
JUP.9,0.00046238,-0.503366828,0.278,0.459,1,14,JUP
CD82.10,0.000467172,-0.351581877,0.069,0.244,1,14,CD82
LINC01133.5,0.000469807,-0.299644209,0,0.146,1,14,LINC01133
CD24.9,0.000477217,-0.359483141,0,0.146,1,14,CD24
RRBP1.10,0.000478512,0.284859301,0.694,0.511,1,14,RRBP1
RPL35A.12,0.000486405,-0.604754091,1,0.96,1,14,RPL35A
JUN.12,0.000489173,0.423245271,0.931,0.808,1,14,JUN
KRTCAP3.7,0.000492173,-0.25902441,0.028,0.189,1,14,KRTCAP3
MRPL12.10,0.00049751,-0.338835149,0.139,0.327,1,14,MRPL12
CSF1R.13,0.000512124,-0.353889938,0,0.145,1,14,CSF1R
HIST1H2AE.2,0.000512409,-0.27573868,0.014,0.167,1,14,HIST1H2AE
MAOA.7,0.000513799,-0.316205065,0.042,0.207,1,14,MAOA
TOMM20.11,0.000525066,-0.483892658,0.569,0.687,1,14,TOMM20
TOP2A.14,0.000527721,-0.897667651,0.069,0.239,1,14,TOP2A
AES.3,0.000536669,0.266455947,0.486,0.305,1,14,AES
AKR1B1.6,0.000538487,-0.414052388,0.194,0.392,1,14,AKR1B1
XPO1.8,0.000545078,-0.380766766,0.194,0.38,1,14,XPO1
AIF1.13,0.000549262,-1.221847618,0.083,0.25,1,14,AIF1
RPAIN.11,0.000554211,-0.438160007,0.264,0.452,1,14,RPAIN
GJB6.7,0.000559035,-0.309068884,0,0.143,1,14,GJB6
FADS2.3,0.000560917,0.260734921,0.264,0.129,1,14,FADS2
PIGP,0.000572366,-0.269217209,0.056,0.224,1,14,PIGP
PPP4R3B.7,0.000574042,-0.327577911,0.181,0.37,1,14,PPP4R3B
PPP1R12A.2,0.000574871,0.303184313,0.542,0.368,1,14,PPP1R12A
TMEM176A.13,0.000583671,-0.44095562,0.014,0.164,1,14,TMEM176A
HCAR2.5,0.000584116,-0.284827126,0.014,0.164,1,14,HCAR2
MSR1.14,0.000588426,-0.516037059,0.014,0.167,1,14,MSR1
C5AR1.13,0.000596094,-0.441671814,0.014,0.166,1,14,C5AR1
RPS24.12,0.000597131,0.273592128,1,0.923,1,14,RPS24
TPX2.12,0.000608338,-0.454124056,0.028,0.183,1,14,TPX2
SDC1.5,0.000611549,-0.253828788,0,0.141,1,14,SDC1
HCK.13,0.0006161,-0.387620674,0.014,0.163,1,14,HCK
KRT16.14,0.000617544,-1.729014368,0.097,0.27,1,14,KRT16
PTPRF.6,0.000627091,-0.302197114,0.069,0.24,1,14,PTPRF
DAP3,0.000632769,-0.268193204,0.069,0.241,1,14,DAP3
MNDA.13,0.000637818,-0.44859821,0.028,0.192,1,14,MNDA
ABHD2.4,0.000639361,-0.326348835,0.083,0.26,1,14,ABHD2
CXCL3.14,0.000641914,-1.074348568,0.028,0.185,1,14,CXCL3
CLDN7.8,0.00066695,-0.303377943,0.042,0.202,1,14,CLDN7
TMEM154.6,0.000670346,-0.318274434,0.042,0.201,1,14,TMEM154
EEF1D.3,0.000671058,0.266709607,0.75,0.556,1,14,EEF1D
DDX5.4,0.000674675,0.285861766,0.875,0.775,1,14,DDX5
KRAS.9,0.000681926,-0.335772032,0.208,0.392,1,14,KRAS
ZNF768.8,0.000685903,-0.292931692,0.111,0.293,1,14,ZNF768
CD86.13,0.000691725,-0.416368134,0.028,0.185,1,14,CD86
CASC19.8,0.000702581,-0.266285095,0.014,0.164,1,14,CASC19
CENPX.8,0.000705889,-0.352693748,0.181,0.368,1,14,CENPX
TRIM44.1,0.000727073,0.30807948,0.389,0.235,1,14,TRIM44
COX5A.11,0.000727578,-0.412917913,0.694,0.752,1,14,COX5A
HTATSF1.8,0.000730111,-0.334203406,0.25,0.448,1,14,HTATSF1
CXCL16.10,0.000734547,-0.357801105,0.042,0.205,1,14,CXCL16
ABCC5.7,0.000743462,-0.280433554,0.056,0.219,1,14,ABCC5
PFN1.11,0.000745995,-0.418881947,0.931,0.918,1,14,PFN1
SPI1.12,0.00075659,-0.326616239,0.014,0.159,1,14,SPI1
FAM136A.6,0.000765258,-0.322148615,0.139,0.316,1,14,FAM136A
RPS5.12,0.000766358,-0.505157015,0.917,0.918,1,14,RPS5
C1QB.14,0.000768659,-2.11484277,0.069,0.227,1,14,C1QB
ANKRD22.10,0.00077547,-0.380005228,0.042,0.199,1,14,ANKRD22
NPSR1.7,0.000782477,-0.268792967,0.014,0.159,1,14,NPSR1
MIDN.2,0.000783426,0.301869118,0.347,0.194,1,14,MIDN
MRPL17,0.000785272,0.283501066,0.236,0.118,1,14,MRPL17
PLEKHA5.5,0.000793711,-0.253189437,0.028,0.18,1,14,PLEKHA5
ZBTB43.6,0.00079372,-0.300291581,0.097,0.277,1,14,ZBTB43
TOX4.8,0.000797889,-0.379796304,0.292,0.476,1,14,TOX4
EIF3B.2,0.00080037,-0.255276066,0.056,0.222,1,14,EIF3B
CAMTA1.2,0.000817883,0.264000821,0.431,0.27,1,14,CAMTA1
UQCC2.7,0.000821647,-0.327684562,0.167,0.344,1,14,UQCC2
MRPL14.10,0.000825656,-0.380769727,0.236,0.431,1,14,MRPL14
LY6G6C.8,0.000852945,-0.361398421,0.014,0.157,1,14,LY6G6C
HCST.14,0.00086884,-0.565653989,0.056,0.216,1,14,HCST
S100A10.8,0.000883302,-0.455048602,0.778,0.887,1,14,S100A10
RSL1D1.12,0.000890078,-0.49835445,0.639,0.744,1,14,RSL1D1
MXD1.10,0.000902458,-0.378944685,0.042,0.199,1,14,MXD1
CCL4L2.13,0.000929616,-2.582603081,0.139,0.302,1,14,CCL4L2
DCUN1D1.3,0.000934505,-0.292043014,0.083,0.25,1,14,DCUN1D1
ITM2C.7,0.000949486,-0.304141157,0.056,0.218,1,14,ITM2C
ATP2B1.11,0.000956024,-0.420702247,0.292,0.465,1,14,ATP2B1
KIF5B.4,0.000956158,0.296304547,0.847,0.674,1,14,KIF5B
MRPS34,0.000962758,-0.286235249,0.111,0.283,1,14,MRPS34
FCGR1A.13,0.000975072,-0.439654136,0.014,0.154,1,14,FCGR1A
JUND.1,0.000989055,0.382297822,0.444,0.286,1,14,JUND
EXOSC3.8,0.000995637,-0.269582749,0.069,0.232,1,14,EXOSC3
IVNS1ABP.2,0.000996589,0.344006645,0.361,0.213,1,14,IVNS1ABP
EIF5.3,0.001016671,-0.428756945,0.583,0.691,1,14,EIF5
PDCD10.11,0.001022043,-0.384338639,0.417,0.592,1,14,PDCD10
TTK.9,0.001029171,-0.324854921,0.014,0.153,1,14,TTK
RNF167.7,0.001039778,-0.259264168,0.125,0.311,1,14,RNF167
LILRB4.11,0.001040359,-0.294908683,0,0.131,1,14,LILRB4
COX5B.11,0.001060302,-0.402502019,0.792,0.857,1,14,COX5B
SNF8.5,0.001097629,-0.347851525,0.292,0.465,1,14,SNF8
MS4A7.14,0.001098059,-0.723762661,0.042,0.194,1,14,MS4A7
CAST.10,0.001120289,0.258746144,0.847,0.737,1,14,CAST
CEP97.5,0.001127265,-0.261690906,0.042,0.192,1,14,CEP97
CCL4.14,0.001133006,-2.096594631,0.111,0.266,1,14,CCL4
PCM1.2,0.001155091,0.33032949,0.444,0.287,1,14,PCM1
RPLP1.12,0.001155938,-0.462328907,1,0.997,1,14,RPLP1
CYBB.12,0.001174484,-0.488617988,0.014,0.15,1,14,CYBB
SLBP.4,0.001174761,-0.315215598,0.139,0.309,1,14,SLBP
SLC35E3.7,0.001183618,-0.402059498,0.014,0.151,1,14,SLC35E3
PTPRC.13,0.001187876,-0.539931033,0.097,0.263,1,14,PTPRC
ATP1B1.8,0.001191463,-0.412467258,0.042,0.193,1,14,ATP1B1
MS4A6A.12,0.001192566,-0.643905065,0.028,0.169,1,14,MS4A6A
HM13.3,0.001194095,-0.379805841,0.347,0.53,1,14,HM13
RAB3B.6,0.00119879,-0.253554815,0.028,0.172,1,14,RAB3B
FAM120A.2,0.001199292,0.286384409,0.403,0.247,1,14,FAM120A
PABPC1.12,0.001202373,0.34835195,1,0.996,1,14,PABPC1
TJP1.6,0.001217648,0.303267857,0.389,0.235,1,14,TJP1
OAZ1.11,0.001223428,-0.397940245,0.694,0.779,1,14,OAZ1
SUPT16H.9,0.001249555,-0.32309145,0.264,0.455,1,14,SUPT16H
NCL.11,0.001257533,-0.41575422,0.847,0.867,1,14,NCL
